BRA_BRAND_NO;BRA_SHORT_NAME;VIEW_TERM_PLAIN
2418;VIKING;VIKING
2419;SEMPERIT;SEMPERIT
2420;UNIROYAL;UNIROYAL
2421;BFGOODRICH;BF GOODRICH TIRES
2422;BS;BRIDGESTONE
2423;DEBICA;DEBICA
2424;DUNLOP;DUNLOP
2425;FALKEN;FALKEN
2426;Firestone;FIRESTONE
2427;FULDA;FULDA
2428;HANKOOK;HANKOOK
2429;KINSGTIRE;KINGS TIRE
2430;KUMHOTIRES;KUMHO TIRES
2431;PUROLATOR;PUROLATOR
2432;MARSHAL;MARSHAL PNEUS
2433;MATADOR;MATADOR
2434;MEFO;MEFO
2435;METZELER;METZELER
2436;MICHELIN;MICHELIN
2437;MITAS;MITAS
2438;NT;NOKIAN TYRES
2439;PNEUMANT;PNEUMANT
2440;STUNNER;STUNNER
2441;TOYO TIRES;TOYO TIRES
2442;VREDESTEIN;VREDESTEIN
2443;YOKOHAMA;YOKOHAMA
2444;KO;KOIVUNEN OY
2445;ALLMAKES;ALLMAKES
2446;LPR;LPR
2447;OCAP;OCAP
2448;TRUSTING;TRUSTING
2449;KCP;KCP
2450;KAVO PARTS;KAVO PARTS
2451;GLYCO;GLYCO
2452;WEIDEMANN;WEIDEMANN
2453;KAMAZ;KAMAZ
2454;CASTROL;CASTROL
2455;BIRTH;BIRTH
2456;TTC;TRUCKTEC AUTOMOTIVE
2457;REMKAFLEX;REMKAFLEX
2458;STEYRMOTOR;STEYR MOTORS
2459;S.I.D.A.T;S.I.D.A.T
2460;INTERNATIO;INTERNATIONAL
2461;CEF;CEF
2462;EFI AUTOMO;EFI AUTOMOTIVE
2463;GAT;GAT EUROKAT
2464;TUDOR;TUDOR
2465;BINDER;BINDER
2466;CF GOMMA;CF GOMMA
2467;PHOENIX;PHOENIX
2468;AVA;AVA QUALITY COOLING
2469;CLIMAUTO;CLIMAUTO
2470;TOPCATS;TOPCATS
2471;CLIMCAR;CLIMCAR
2472;IMPREFIL;IMPREFIL
2473;IRIA;IRIA
2474;KALE;KALE
2475;ORDONEZ;ORDONEZ
2476;NRF-MAROC;NRF-MAROC
2477;CTR;CTR
2478;ARD;ARD
2479;JALAIR;JALAIR
2480;MONTANA;MONTANA
2481;NAVARRA;NAVARRA
2482;DETROIT D;DETROIT DIESEL
2483;DANA;DANA
2484;SMB;SMB
2485;YORK;YORK
2487;REMY;REMY
2488;SETRA;SETRA
2489;CALORSTAT;CALORSTAT by Vernet
2490;NURAL;NÜRAL
2491;IRB;IRB
2492;MECAFILTER;MECAFILTER
2493;IDROMEC;IDROMEC
2494;DURITE;DURITE
2495;MENBER S;MENBER S
2496;L P;LIGHTEN POINT
