BRA_BRAND_NO;BRA_SHORT_NAME;VIEW_TERM_PLAIN
909;HAKO;HAKO
910;GUTBR;GUTBROD
911;ABG;ABG
912;AHLMA;AHLMANN
913;AKERM;AKERMAN VERKSTAD AB
914;ALLIS CHAL;ALLIS-CHALMERS
915;ARMAX;ARMAX
916;ATLAS;ATLAS WEYHAUSEN
917;ATLCO;ATLAS COPCO
918;AUST;AUSTIN-WESTERN
919;AVELI;AVELING BARFORD
920;BALKA;BALKANCAR
921;BANTA;BANTAM
922;BARBE;BARBER-GREENE
923;BARFO;BARFORD OF BELTON
924;BAYCI;BAY CITY SHOVELS
925;BENFO;BENFORD
926;BENFR;BENFRA
927;BERTO;BERTOLINI
928;BLAW;BLAW KNOX
929;BOHN;BOHN U. KAEHLER
930;BRAY;BRAY CONSTRUCTION
931;BRITI;BRITISH CRANE A.EXCA
932;BRIHO;BRITISH HOIST A. CRA
933;BROOM;BROOM AND WADE
934;BUCYR;BUCYRUS ERIE
935;CAFL;CAFL
936;CALSA;CALSA
937;CATER;CATERPILLAR
938;CLEVE;CLEVELAND
939;COLES;COLES
940;CONSO;CONSOLIDATED PNEUMAT
941;DECAU;DECAUVILLE
942;DRESS;DRESSER
943;DYNAP;DYNAPAC
944;EDER;EDER
945;ELEMO;ELECTRA MOLINS
946;EUCLI;EUCLID
947;FIATA;FIATALLIS
948;FIATH;FIAT-HITACHI
949;FLOTT;FLOTTMANN WERKE
951;FUCHS;FUCHS
952;GALIO;GALION
953;GARWO;GARWOOD
954;GMEIN;GMEINDER
955;GRADA;GRADALL
956;GROUP;GROUPES INDUSTRIES
957;HAMM;HAMM
958;HATRA;HATRA
959;HENLE;HENLEY
960;HOES;HOES
961;HOLMA;HOLMAN
962;HY-MA;HY-MAC
963;HYDRO;HYDROVANE
964;HYSTE;HYSTER
965;INGER;INGERSOLL-RAND
966;IRMER;IRMER + ELZE
967;ITMA;ITMA TRATTORI
969;JONES;JONES CRANES
970;JENBA;JENBACHER WERKE
971;KAELB;KAELBLE
973;KIMCO;KIMCO
974;KOCK;KOCKUMS
975;KOMAT;KOMATSU
976;KRAMER;KRAMER
977;KUBOT;KUBOTA
978;LANCE;LANCER BOSS
979;LANDINI;LANDINI
980;LAURA;LAURAK
981;LOKOM;LOKOMO
982;LOSEN;LOSENHAUSEN
983;MARSH;TRACK MARSHALL
985;MASSE;MASSEY-HARRIS
986;MELRO;MELROE
987;MENCK;MENCK U. HAMBROCK
988;MENGE;MENGELE
989;MIAG;MIAG
990;MICHI;MICHIGAN
991;PINGO;PINGON
992;PINGU;PINGUELY
993;PRIES;PRIESTMAN BROTHERS
994;RANSO;RANSOMES & RAPIER
995;RICHI;RICHIER
996;RUHR;RUHR INTRANS
997;RUTHE;RUTHEMEYER
998;SAMUR;SAMUR
999;SCHAEFF;SCHAEFF
1000;SCHEI;SCHEID
1001;SCHOP;SCHOPF
1002;SENNE;SENNEBOGEN
1003;SHAW;SHAW JOSHUA
1004;SHAWN;SHAWNEE POOLE
1005;SHELV;SHELVOKE A. DREWRY
1006;SHORT;SHORT BROTHERS
1007;SOYLA;SOYLAND
1008;SULLA;SULLAIR
1009;TIMBE;TIMBERJACK
1010;TOSEL;TOSELLI
1011;TOWMO;TOWMOTOR CORP.
1012;TRACM;TRACMA
1013;VALME;VALMET
1014;WAYNE;WAYNE
1015;WEATH;WEATHERHILL
1016;WELDI;WELDING INDUSTRIES
1017;WESER;WESERHUETTE
1018;WEST;WESTERBEKE
1019;WHIT;WHITE
1020;WHITL;WHITLOCK BROTHERS
1021;YAMAH;YAMAHA
1022;ZETTE;ZETTELMEYER
1023;CESAB;CESAB
1024;FIATO;FIAT OM CARELLI ELEV
1025;GUELDNER;GUELDNER
1026;HUNTE;HUNTER
1027;IRION;IRION
1028;LABRU;LA BRUGEOISE
1029;LINDE;LINDE
1030;MAQUI;MAQUINARIA INDUSTRIA
1031;MATBR;MATBRO
1032;TANSI;TANSINI
1033;AGCO;AGCO
1034;AGRIF;AGRIFULL
1035;AMAT;AMAT
1036;ARBOS;ARBOS
1037;AS MO;AS MOTOR
1038;AVCO;AVCO NEW IDEA
1039;BAUTZ;BAUTZ
1040;BCS;BCS
1041;BOBAR;BOBARD
1042;BOURGION;BOURGION
1043;BRAUD;BRAUD
1044;BROYT;BROYT
1045;BUEHR;BUEHRER
1046;BUKH;BUKH
1047;BUNGA;BUNGARTZ & PESCHKE
1048;CARRA;CARRARO
1049;CBT;CBT
1050;CLAYS;CLAYSON
1051;COCKS;COCKSHUTT
1052;COUNT;COUNTY COMMERCIAL
1053;COVEN;COVENTRY CLIMAX
1054;DECHE;DECHENTREITER-LELY
1055;DEXHE;DEXHEIMER
1056;DRONN;DRONNINGBORG
1057;EICHER;EICHER
1058;EIMCO;EIMCO
1059;EPPLE;EPPLE BUXBAUM
1060;FAHR;FAHR
1061;FLYMO;FLYMO
1062;GLOUC;GLOUCESTER
1063;GOLDONI;GOLDONI
1064;GRAEF;GRAF & STIFT
1065;GRIFF;GRIFFET-ICENDIE
1066;HARVA;HARVAL TRUCK
1067;HESSTO;HESSTON CORPORATION
1068;HÜRLIMANN;HÜRLIMANN
1069;HYDRA;HYDRAULIC MACHINERY
1070;IFA_1;IFA
1071;INDUS;INDUSTRIJA MOTORA
1073;IRUS;IRUS
1074;KOELA;KOEDEL U. BOEHM GMBH
1075;LABOU;LABOURIER
1076;LANDO;LANDONI
1077;LANSI;LANSING BAGNALL
1078;LAVERDA;LAVERDA
1079;LMV;LMV
1080;LOISE;LOISEAU
1081;LONG;LONG
1082;MANOX;MANOX
1083;MAXIO;MAXION
1084;SPERRY N H;SPERRY NEW HOLLAND
1085;OLIVE;OLIVER
1086;POTTI;POTTINGER
1087;RANSI;RANSOMES SIMS & JEFFERIES
1088;REFORM;REFORM
1089;RICHA;RICHARD
1090;RIVIE;RIVIERRE-CASALIS
1092;RUBER;RUBERY-OWEN
1093;RUSTO;RUSTON BUCYRUS
1094;SABAT;SABATIER
1095;SAINT;SAINT-CHAMOND
1096;SCHANZLIN;SCHANZLIN
1097;SCHIL;SCHILTER
1098;SCHL;SCHLÜTER
1099;SCHAG;SCHMIEDAG
1100;SLC;SLC
1101;SOMEC;SOMECA
1102;STOTH;STOTHERT & PITT
1103;TEMA;TEMA TERRA
1104;TORPE;TORPEDO
1106;VALPADANA;VALPADANA
1107;VENDE;VENDEUVRE
1108;WARCH;WARCHALOWSKI
1109;WESTA;WESTERASMASKINER
1110;YANMAR;YANMAR
1111;ZETOR;ZETOR
1112;STIHL;STIHL
1130;BOMBA;BOMBARDIER
1131;KAWAS;KAWASAKI
1132;NEW F;NEW FLYER
1133;TIELB;TIELBÜRGER
1134;KALMA;KALMAR IRION
1135;PACCA;PACCAR
1136;PACTO;PACTON
1137;PAILT;PAILTON
1138;SMART;SMART
1139;ZAZ;ZAZ
1141;OLDS;OLDSMOBILE
1160;KLOKKERH;KLOKKERHOLM
1161;NOR;NOR
1200;LINCO;LINCOLN
1220;TESH;TESH
1222;TIP TOP;TIP TOP
1240;STABILUS;STABILUS
1241;SWAG;SWAG
1242;TRISCAN;TRISCAN
1260;BRADI;BRADI
1280;MAHINDRA;MAHINDRA
1300;PEX;PEX
1320;AVF;AVF
1321;ELPRE;ELECTRO PRECISI
1322;ELPRO;ELPROM
1323;INTHA;INTERN. HARVESTER
1340;AKS DASIS;AKS DASIS
1360;ARO;ARO
1380;LDV;LDV
1400;DELPHI;DELPHI
1401;CHAMP;CHAMP
1402;TTV;TTV
1403;VTE;VTE
1404;AL-KO;AL-KO
1405;HO-ME;HOFMEISTER & MEINCKE
1406;FARCOM;FARCOM
1407;SCHLIECKMA;SCHLIECKMANN
1408;METZGER;METZGER
1409;GLASER;GLASER
1410;KYB;KYB
1411;WAECO;WAECO
1412;ROULUNDS;ROULUNDS RUBBER
1420;ASMET;ASMET
1421;CISAM;CISAM
1422;DESCA;DESCAM
1423;ECIA;ECIA
1424;FENNO;FENNO
1425;FONOS;FONOS
1426;IMASAF;IMASAF
1427;ROMAX;ROMAX
1428;ROSI;ROSI
1429;TECHN;TECHNOMAG
1430;TESTA;TESTAG
1431;TIMAX;TIMAX
1432;USN;USN
1433;VANHE;VAN HECK
1434;ZARA;ZARA
1440;CIA;CIA
1441;CROMA;CROMADORA
1442;ESTEE;ESTEE
1443;HAVAM;HAVAM
1444;MIVV;MIVV
1445;PEDOL;PEDOL
1460;ECHLI;ECHLIN INTERNATIONAL
1461;TAMCO;TAMCO INC.
1462;NTK;NTK (NGK-GROUP)
1480;AIXAM;AIXAM
1482;ALBAN;ALBANY
1483;APAL;APAL
1485;BERT;BERTONE
1486;BITTER;BITTER
1487;BRIST;BRISTOL
1488;CALLA;CALLAWAY
1489;CARBO;CARBODIES
1490;CATE;CATERHAM
1491;CHECK;CHECKER
1492;COLEM;COLEMAN MILNE
1493;DALLA;DALLAS
1494;DELOR;DE LOREAN
1495;DETOM;DE TOMASO
1496;FORDA;FORD AUSTRALIA
1497;SATUR;SATURN
1498;GINET;GINETTA
1499;HINDU;HINDUSTAN
1500;HOBBY;HOBBYCAR
1501;AUTHI;AUTHI
1502;DINGL;DINGLER
1503;ENVEM;ENVEMO
1504;GILBE;GILBERN
1505;ACURA;ACURA
1506;HUMME;HUMMER
1507;INDIGO;INDIGO
1508;IRMSCHER;IRMSCHER
1509;ISDER;ISDERA
1511;JENSE;JENSEN
1512;LIGHT;LIGHT CAR COMPANY
1513;LIGIER;LIGIER
1514;LISTE;LISTER
1515;LUAZ;LUAZ
1516;MARCOS;MARCOS
1517;MARLI;MARLIN
1518;MCLAREN;MCLAREN
1519;MEBEA;MEBEA
1520;METROCAB;METROCAB
1521;MIDDL;MIDDLEBRIDGE
1522;MINELLI;MINELLI
1523;MINI;MINI
1524;NAYLO;NAYLOR
1525;MITSUB_LON;MITSUBISHI LONSDALE
1526;INFIN;INFINITI
1527;OLTCI;OLTCIT
1528;ONAN;ONAN
1529;OSCA;OSCA
1530;PANOZ;PANOZ
1531;PANTH;PANTHER
1532;PAYKA;PAYKAN
1533;PERODUA;PERODUA
1534;RANGER;RANGER
1535;RAPID;RAPID
1536;RAYTO;RAYTON FISSORE
1537;BOND;BOND
1538;AUSTIN-HEA;AUSTIN-HEALEY
1539;RILEY;RILEY
1540;STERL;STERLING
1541;WOLSE;WOLSELEY
1542;RTI;RTI
1543;SAFRA;SAFRAR
1544;SAN;SAN
1545;SAO;SAO
1546;SBARR;SBARRO
1547;SHELB;SHELBY
1548;SIPAN;SIPANI
1549;SPECTRE;SPECTRE
1550;STAND;STANDARD AUTOMOBILE
1551;TOFAS;TOFAS
1552;TRIDE;TRIDENT
1553;UAZ;UAZ
1554;UMM;UMM
1555;VECTO;VECTOR
1556;VENTU;VENTURI
1557;VIASA;VIASA
1558;WIESMANN;WIESMANN
1559;YULON;YULON
1560;NORMTECH;NORMTECHNIK
1561;UBD;UBD
1580;PUCH;PUCH
1600;BRECO;BRECO
1601;DUEKER;DÜKER
1602;JAPCA;JAPCAR
1603;OBTEC;OBTEC A/S
1604;PIM;PIM
1605;SEBRO;SEBRO
1606;WUERTH;WÜRTH
1608;BREMSEN_KU;BREMS.-U.KUPPL.TEILE
1609;AKEBONO;AKEBONO
1610;FMSI;FMSI-VERBAND
1611;CPL;CUSTOMISED PRODUCTS
1640;SAE-SMB;SAE-SMB
1660;INBRA;INTERBRAKE
1661;PETES;PETERS
1662;BARMA;BARMAG
1663;FIPAR;FI-PARTS
1664;ORION;ORION
1681;YALE;YALE
1682;IHC;IHC
1700;BUGATTI;BUGATTI
1720;EKG;EKG
1740;SNR;SNR
1741;PAPE;PAPE
1760;EIBACH;EIBACH
1761;PAYEN;PAYEN
1762;BUDWEG;BUDWEG CALIPER
1780;SEIMA;SEIMA
1800;LRT;LRT
1820;LANDROVER;LAND ROVER
1840;Test_Bosch;Test_Bosch
1842;WEFA;WESTFALIA
1843;ORIS;ORIS
1844;LOCTITE;LOCTITE
1845;GOETM;GOETZE
1846;EXIDE;EXIDE
1847;BORG BECK;BORG & BECK
1860;BH SERVICE;BEHR HELLA SERVICE
1861;ALINQUANT;ALLINQUANT
1862;AMORT;AMORTEX
1863;ARALM;ARALMEX
1864;ARMST;ARMSTRONG
1865;AISIN;AISIN
1866;BELDS;BELDESAN
1867;CAP;CENTRAL AUTOMOTIVE P
1868;CODIS;CODISA
1869;COFAP;COFAP
1870;CORAM;CORAM
1871;DAIKI;DAIKIN
1872;DECAR;DE CARBON
1873;DURA;DURA
1874;EURQU;EUROQUIP
1875;FAG;FAG
1876;FCC;FUJI CHEM.COOP.
1877;FRAYM;FRAYMON
1878;GEMO GC;GEMO
1879;HARTH;HARTHA
1880;HOLZH;HOLZHÄUSER
1881;INA;INA
1882;KOYO;KOYO
1883;KUMA;KUMA
1884;LAYCO;LAYCOCK
1885;LIPME;LIPMESA
1886;LORETT;BREDA LORETT
1887;NACHI;NACHI
1888;NSK;NSK-RHP
1889;NTN;NTN
1890;REPCO;REPCO
1891;SDC;SEOJIN DAIKIN CORP.
1892;SIA;SIA
1893;SUDB;SIRMOUR SUDBURG (IND
1894;SV;SV
1895;TOKIC;TOKICO
1901;HJS;HJS
1921;AURADIA;AURADIA
1941;METELLI;METELLI
1961;NISSENS;NISSENS
1962;OBERLAND;OBERLAND
1981;DOYEN;DOYEN
2001;VEGA;VEGAZ
2021;B.P.I;BRAKE PARTS INC.
2022;EIS;EIS
2023;IPI;IPI
2024;KHE;KELSEY HAYES
2025;KONGSBERG;KONGSBERG
2026;RAYBESTOS;RAYBESTOS
2028;WILL;WILLYS
2029;WAL;WAGNER LOCKHEED
2030;KAY;KAYSER
2042;HPZEB;HP (ZEBRA)
2043;OJD;OJD (QUICK BRAKE)
2044;NK;NK
2061;SAGEM;SAGEM
2081;OPTIMAL;OPTIMAL
2083;HANSA;HANSA
2084;4SEASONS;4SEASONS
2085;SANDEN;SANDEN
2086;VISTEON;VISTEON
2087;SERCK-MA;SERCK-MARSTON
2088;NRF;NRF
2089;FRIGAIR;FRIGAIR
2090;DELDIES;DELPHI DIESEL
2091;GARRETT;GARRETT
2092;BORGW SCHW;BorgWarner (Schwitzer)
2093;IHI;IHI
2094;HOLSET;HOLSET
2095;CUNEW;CUNEWALDE
2096;KF;K+F
2097;BE TURBO;BE TURBO
2098;LNP;LNP
2099;MAPCO;MAPCO
2100;MOOG;MOOG
2101;SIDEM;SIDEM
2102;P.B.R.;P.B.R.
2103;NAPD;N.AMERICA PARTS DIST
2104;BCD;BCD CORONA & C
2105;MATRA;MATRA
2107;BRINK;BRINK
2108;EAI;EAI
2109;DOPPS;DOPPSTADT
2110;JOHNS;JOHNS
2111;CLEANF;CLEAN FILTERS
2114;OMG;OMG
2115;IRISB;IRISBUS
2116;MOTOM;MOTOMETER
2117;YUASA;YUASA
2118;CORTECO;CORTECO
2119;AE;AE
2120;NAKATA;NAKATA
2121;ALKAR;ALKAR
2122;SOFIMA;SOFIMA
2123;ALCOZYP;ALCO (ZYPERN)
2124;BALDW;BALDWIN
2125;COOPE;COOPERS
2126;CROSL;CROSLAND
2127;LAUTR;LAUTRETTE
2128;LUCCAV;LUCAS CAV
2129;POWERP;POWERPART
2130;TEHO;TEHO
2131;THERMOK;THERMO KING
2132;TJFIL;TJ FILTERS
2133;WIXFILTERS;WIX FILTERS
2134;WOODG;WOODGATE
2135;BERGA;BERGA
2136;MEYLE;MEYLE
2137;NWB;NWB
2138;AMC FILTER;AMC Filter
2139;KBP;KBP
2140;JWP;JWP
2141;AJUSA;AJUSA
2142;DELCOREMY;DELCO REMY
2143;SLANZI;SLANZI
2144;VM;VM
2145;WAUKE;WAUKESHA
2146;MOPAR;MOPAR PARTS
2147;AIRTEX;AIRTEX
2149;BAUDO;MOTEURS BAUDOUIN.S.A
2150;COMPAIR;COMPAIR
2151;DELTA;DELTA
2152;LOMBA;LOMBARDINI
2153;ZS;ZEUNA STÄRKER
2155;SAGINAW;SAGINAW
2156;UJ;UNISIA JECS
2157;HOBOURN;HOBOURN AUTOMOTIVE
2158;GCK;GCK
2159;GLO;GLO
2160;HDK;H.D.K.
2161;NKN;NKN.LTD.
2162;AYATS;AYATS
2163;AECHE;AECHERLI
2164;MAYB;MAYBACH
2165;P-D;PORSCHE-DIESEL
2166;VEB F;VEB FZ.-WERKE
2167;REMSA;REMSA
2168;ROADHOUS;ROADHOUSE
2169;SAMRO;SAMRO
2170;HYMER;HYMER
2171;IMT;IMT
2172;NORMAG;NORMAG
2173;BKS;BKS
2174;AKTIV;AKTIV FISCHER
2175;MEVOS;MEVOSA
2176;WOLGA;WOLGA
2177;ZIEGL;ZIEGLER
2178;WEWELER;WEWELER
2179;WAHL;WAHL
2180;VOEGELE;VÖGELE
2181;URSUS;URSUS
2182;FARYM;FARYMANN DIESEL
2183;HARNI;HARNISCHFEGER
2184;PUTZM;PUTZMEISTER
2185;HIEBL;ALOIS HIEBLE
2186;HURTH;HURTH
2187;KRAUS;KRAUSS-MAFFEI
2188;KRIEG;KRIEGER
2189;MAURI;MAURI
2190;MMS;MOTORENFABRIK MÜNCHEN SENDLING
2191;PAUS;PAUS
2192;URW;URW
2193;E.D.R;EDR
2194;JAPANPAR;JAPANPARTS
2195;BUGIAD;BUGIAD
2196;ICER;ICER
2197;H.C A/S;HOLGER CRISTIANSEN
2198;CONTROL4;CONTROL 4
2199;VAICO;VAICO
2200;FIFFT;FIFFT
2201;ACERB;ACERBI
2202;ACTM;ACTM
2203;AUTOD;AUTODROMO
2204;BARTOLETTI;BARTOLETTI
2205;BOLGA;BOLGAN
2206;BLUEB;BLUEBIRD
2207;CCC;CRANECARRIER COMPANY
2208;DINA;DINA
2209;EOS;EOS COACH
2210;FLXIB;FLXIBLE CORPORATION
2211;FLOOR;FLOOR
2212;FORET;FORETRAVEL MOTORHOME
2213;GT;GENERAL TRAILERS
2214;GIGAN;GIGANT
2215;GILLI;GILLIG
2216;HENDR;HENDRICKSON
2217;KAISE;KAISER
2218;KRONE;KRONE
2219;LANGE;LANGENDORF
2220;LEGRA;LEGRAS INDUSTRIES
2221;LEVEQ;LEVEQUES (REMORQUES)
2222;MAGYA;MAGYAR
2223;MERI;MERITOR
2224;MIELE;MIELE
2225;MISTR;MISTRALL
2226;MCI;MCI
2227;NAV;NAVISTAR
2228;SC;SCHMITZ CARGOBULL
2229;NOVAB;NOVABUS
2230;RW;RIDEWELL SUSPENSIONS
2231;ROLFO;ROLFO
2232;PB;PRIM-BALL
2233;NEWAY;NEWAY
2234;VIBERTI;VIBERTI
2235;STAS;STAS
2236;ZORZI;ZORZI
2237;TEREX;TEREX
2238;CHERE;CHEREAU
2239;MICRONAIR;MICRONAIR
2240;TWINTEC;TWINTEC
2241;ASHOK LEYL;ASHOK LEYLAND
2242;ASKAM;ASKAM
2243;BMC;BMC
2244;JELCZ;JELCZ
2245;MAZ;MAZ
2246;AMC;AMC
2247;AWS;AWS
2248;FISSO;FISSORE
2249;GURGEL;GURGEL
2250;JEEP;JEEP VIASA
2251;GTE;GTE Aftermarket
2252;EJ;ERICH JAEGER
2253;MARWAL;MARWAL
2254;MIURA;MIURA
2255;NUOVA;NUOVA INNOCENTI
2256;PEGAS;PEGASO
2257;SPAHN;SPAHN GLÜHLAMPEN
2258;IWIS;IWIS Ketten
2259;KIC;KIC AUTOMOTIVE
2260;PE;PE Automotive
2261;PRINCESS;PRINCESS
2262;HAVAM;HAVAM
2263;DC;DUPLI COLOR
2264;MOTIP;MOTIP
2265;PRESTO;PRESTO
2266;TYC;TYC
2267;ZF;ZF
2268;RAMEDER;RAMEDER
1;AEBI;AEBI
2;ALFA;ALFA ROMEO
3;AUTOU;AUTO UNION
5;AUDI;AUDI
6;AUSTI;AUSTIN
7;AUWAE;AUWÄRTER
8;AWD;AWD
9;BARRE;BARREIROS
10;BEDFO;BEDFORD
11;BERLI;BERLIET
16;BMW;BMW
18;BUESS;BUESSING
20;CHRYS;CHRYSLER
21;CITRO;CITROËN
23;COMME;COMMER
24;DAF;DAF
25;DAIHA;DAIHATSU
26;DAIML;DAIMLER
27;KOCKU;DEUTSCHE KOCKUM
28;DKW;DKW
29;DODGE;DODGE
30;DROEG;DRÖGMÖLLER
34;FENWI;FENWICK
35;FIAT;FIAT
36;FORD;FORD
37;FRUEHAUF;FRUEHAUF
39;GMC;GMC
40;GOTTW;GOTTWALD
41;HANOG;HANOMAG
42;HANOH;HANOMAG HENSCHEL
43;HANOR;HANOMAG RHEINSTAHL
44;HENSC;HENSCHEL
45;HONDA;HONDA
46;HOTCH;HOTCHKISS BRAND
50;IKARU;IKARUS
52;INNOC;INNOCENTI
53;IH;INTERNATIONAL HARV.
54;ISUZU;ISUZU
55;IVECO;IVECO
56;JAGUA;JAGUAR
58;KAELBLE;KÄLBLE
59;KAESS;KÄSSBOHRER
60;KHD;KHD
62;KRUPP;KRUPP
63;LADA;LADA
64;LANCIA;LANCIA
65;LEYLA;LEYLAND
66;LIAZ;LIAZ
67;MACK;MACK
68;MAGIR;MAGIRUS-DEUTZ
69;MAN;MAN
72;MAZDA;MAZDA
74;MERCE;MERCEDES-BENZ
75;MG;MG
77;MITSUBISHI;MITSUBISHI
78;MORRI;MORRIS
79;MULTI;MULTICAR
80;NISSA;NISSAN
81;NSU;NSU
83;OM;OM
84;OPEL;OPEL
85;ORLAN;ORLANDI
88;PEUGE;PEUGEOT
92;PORSC;PORSCHE
93;RENAU;RENAULT
94;ROOTE;ROOTES
95;ROVER;ROVER
99;SAAB;SAAB
101;SAURE;SAURER
102;SAVIE;SAVIEM
103;SCANI;SCANIA
104;SEAT;SEAT
105;SIMCA;SIMCA
106;SKODA;SKODA
107;SUBAR;SUBARU
109;SUZUK;SUZUKI
110;TALBO;TALBOT
111;TOYOT;TOYOTA
112;TRIUM;TRIUMPH
115;UNIC;UNIC-SIMCA
116;VANHO;VAN HOOL
117;VAUXH;VAUXHALL
119;VETTE;VETTER
120;VOLVO;VOLVO
121;VW;VW
123;WHITE;WHITE MOTOR
124;ZASTA;ZASTAVA
126;OAF;ÖAF
127;AEC;AEC
128;AGRALE;AGRALE
129;ALBIO;ALBION
130;ALCAT;ALCATEL
131;ASTRA;ASTRA
132;AVIA;AVIA
133;AVIAM;AVIA (MISA)
134;BARKA;BARKAS
135;BERNA;BERNA
136;BORGW;BORGWARD
137;BOVA;BOVA
138;CHEVR;CHEVROLET
139;DACIA;DACIA
140;DENNI;DENNIS
141;DGOF;DGOF
142;EBRO;EBRO
143;ERF;ERF
144;FAMSA;FAMSA
145;FAUN;FAUN
146;FEDER;FEDERAL
147;FREIGTLINE;FREIGHTLINER
148;GAZ;GAZ
149;GUYM;GUY MOTORS
150;HEULI;HEULIEZ
151;HINO;HINO
152;IME;IME
153;KAROS;KAROSA
154;KARRI;KARRIER
155;KENWO;KENWORTH
156;LEYLD;LEYLAND DAF
158;LORRA;LORRAINE (PLAXTON)
159;MARMO;MARMON
160;MEILI;MEILI
161;MERCURY;MERCURY
162;NEOPL;NEOPLAN
163;OTOMA;OTOMARSAN
164;PADAN;PADANE
165;ENASA;ENASA
166;PETER;PETERBILT
167;POLMO;POLMO
168;RELIA;RELIANCE
169;SAETA;SAETA
170;SALEV;SALEV
171;SANTANA;SANTANA
172;SAVA;SAVA
173;SEDDO;SEDDON DIESEL
174;SISU;SISU
175;SSANG;SSANGYONG
176;STEYR;STEYR
177;TAM;TAM
178;TATA;TATA
179;TATRA;TATRA
180;TROUI;TROUILLET
181;PIAGGIO;PIAGGIO
182;WESTE;WESTERN STAR
183;HYUNDAI;HYUNDAI
184;KIA;KIA
185;DAEWOO;DAEWOO
186;WARTB;WARTBURG
187;TRABA;TRABANT
248;GB5;AUSTIN/MG
249;GB4;ROVER/AUSTIN
250;GB3;ROVER/TRIUMPH/AUSTIN
251;GB2;ROV/TRIU/JAGU/AUSTIN
252;GB1;ROV/TRI/JAG/AUS/MG
253;VAG;VAG
254;ITAL2;FIAT / LANCIA
255;ITAL1;ALFAROME/FIAT/LANCI
501;SPIDAN;SPIDAN
502;HELLA;HELLA
503;ATE;ATE
504;MANN;MANN-FILTER
505;PIERBURG;PIERBURG
506;LUK;LuK
507;EBERS;EBERSPÄCHER
508;LEIST;LEISTRITZ
509;REINZ;VICTOR REINZ
510;ELRING;ELRING
511;BORGW BERU;BorgWarner (BERU)
512;PAGID;PAGID
513;WALKER;WALKER
514;BOGE;BOGE
515;NGK;NGK
516;BILSTEIN;BILSTEIN
517;KLOTZ;HK
518;KONI;KONI
519;SWF;SWF
520;LUCAS_ELEC;LUCAS ELECTRICAL
521;VALEO;VALEO
522;WABCO;WABCO
523;RUV;RUVILLE
524;HAGEN;HAGEN BATTERIE
526;VARTA;VARTA
527;HOPPECKE;HOPPECKE
528;OPTILU;OPTILUX
529;ERNST;ERNST
530;BOSCH;BOSCH
531;CONTI;CONTINENTAL CTAM
532;SACHS;SACHS
533;GATES;GATES
534;KNECHT;KNECHT
535;LEMFO;LEMFÖRDER
536;WEZEL;VAN WEZEL
537;MONROE;MONROE
538;PURFLU;PURFLUX
539;TEXTAR;TEXTAR
541;BOSAL;BOSAL
542;DAYCO;DAYCO
543;CHAMPION;CHAMPION
544;PUROLATOR;PUROLATOR
545;TEROSON;TEROSON
546;SONNEN;SONNENSCHEIN
547;BREMI;BREMI
548;JURID;JURID
549;BENDIX;BENDIX
550;SKF;SKF
599;COPARTS;COPARTS
600;KNORR-BREM;KNORR-BREMSE
601;GRAU;GRAU
602;SOGEFIPRO;SogefiPro
603;MAG;MAGNETI MARELLI
604;FRAM;FRAM
605;BERG;BERG
606;TECNOCAR;TECNOCAR
607;DAHL;DAHL
608;UFI;UFI
609;AC;AC
610;FLEETGUARD;FLEETGUARD
612;HEN;HENGST FILTER
613;HBJAKOPART;HERTH+BUSS JAKOPARTS
614;VEYANCE;VEYANCE
615;HUTCHINSON;HUTCHINSON
616;KLEBER;KLEBER
617;MIN;MINTEX
618;MOPR;MOPROD
619;Motorcraft;Motorcraft
620;OPTI;OPTIBELT
621;PIRELLI;PIRELLI
622;QUINTON HA;QUINTON HAZELL
624;UNI;UNIPART
625;BLAU;BLAUPUNKT
626;CAREL;CARELLO
628;DUCEL;DUCELLIER
629;EWO;EWOTEC
630;FEMSA;FEMSA
631;FREI;FREIENSTEIN
632;GAIS;GAISBACH
633;HAGUS;HAGUS
634;HAPP;HAPPICH
635;HBELPARTS;HERTH+BUSS ELPARTS
636;HUECO;HUECO
637;JAEG;JAEGER
4392;PFANZELT;PFANZELT
4393;ISUZU JIAN;ISUZU (JIANGXI)
4394;CC;C&C TRUCKS
4395;FIT;FIT
4396;FAST;FAST
4397;DDS;DDS
4398;FORWARD;FORWARD
4399;INTIMA;INTIMA
4400;SOMMER MOT;SOMMER MOTORCYCLES
4401;TGB MOTOR;TGB
4402;BEELINE;BEELINE
4403;GENERIC;GENERIC
4404;RIVERO MOT;RIVERO
4405;EUROFLO;EuroFlo
4406;ARIEL MOTO;ARIEL MOTORCYCLES
4407;SWM MOTOR;SWM
4408;DSS;DSS
4409;AYWIPARTS;AYWIPARTS
4410;OREX;OREX
4411;COOLDRIVE;COOLDRIVE
4412;LUMAG;LUMAG
4413;FIRSTLINK;FIRSTLINK
4414;ALPHEON;ALPHEON
4415;SCHRADER;SCHRADER
4416;GUMARNY ZU;GUMARNY ZUBRI
4417;DRIVE;Dr!ve+
4418;BAIC BJEV;BAIC BJEV
4419;TURBORAIL;TURBORAIL
4420;HUSCH;Husch Autoteile
4421;TROLIGABUS;TROLIGA BUS
4422;AISIN AU;AISIN-AU
4423;BAOTIAN MC;BAOTIAN
4424;CF MOTO;CF MOTO
4425;TOMOS MC;TOMOS
4426;ELCOME;ELCOME
4427;VIGOR;VIGOR
